client_id,age_id,district_id,sex
C00002457,2,68,Male
C00002458,3,68,Female
C00002459,1,20,Female
C00002460,2,19,Female
C00002461,2,64,Male
C00002462,3,19,Male
C00002463,2,7,Male
C00002464,2,30,Male
C00002465,1,51,Male
C00002467,2,36,Female
C00002468,2,71,Male
C00002469,2,54,Female
C00002470,2,53,Male
C00002471,2,53,Female
C00002472,1,70,Female
C00002473,1,20,Female
C00002474,2,42,Male
C00002475,4,44,Female
C00002476,2,75,Female
C00002477,2,75,Male
C00002478,2,48,Female
C00002479,2,31,Female
C00002480,1,46,Female
C00002481,2,6,Male
C00002482,3,34,Male
C00002483,3,34,Female
C00002484,2,68,Male
C00002485,3,20,Male
C00002486,2,76,Female
C00002487,2,67,Female
C00002488,4,9,Female
C00002489,1,64,Female
C00002490,2,61,Female
C00002491,3,5,Female
C00002492,2,5,Male
C00002493,2,1,Male
C00002494,1,37,Male
C00002495,3,58,Female
C00002496,1,1,Male
C00002497,2,34,Female
C00002498,4,37,Male
C00002499,2,13,Male
C00002500,2,24,Female
C00002501,2,70,Female
C00002502,3,1,Female
C00002503,1,54,Female
C00002504,2,61,Male
C00002505,2,25,Female
C00002506,1,76,Male
C00002507,2,37,Female
C00002508,2,72,Female
C00002509,1,72,Male
C00002510,2,72,Female
C00002511,1,35,Female
C00002512,1,35,Male
C00002513,2,41,Male
C00002514,2,59,Male
C00002515,2,12,Male
C00002516,2,33,Female
C00002517,3,18,Male
C00002518,3,18,Female
C00002519,1,29,Female
C00002520,2,62,Male
C00002521,2,55,Female
C00002522,3,74,Male
C00002523,3,74,Female
C00002524,2,36,Male
C00002525,2,36,Female
C00002526,2,1,Male
C00002527,2,44,Female
C00002528,1,25,Male
C00002529,3,70,Male
C00002530,2,8,Male
C00002531,2,5,Female
C00002532,3,29,Male
C00002533,3,40,Female
C00002534,2,1,Male
C00002535,2,1,Male
C00002536,2,64,Male
C00002537,2,73,Male
C00002538,4,56,Male
C00002539,1,32,Female
C00002540,4,46,Male
C00002542,2,3,Male
C00002543,2,3,Female
C00002545,2,9,Female
C00002546,2,41,Female
C00002547,2,48,Female
C00002548,2,48,Male
C00002549,3,70,Female
C00002550,1,1,Female
C00002551,3,70,Female
C00002552,2,74,Female
C00002553,1,34,Male
C00002554,2,64,Male
C00002555,2,42,Male
C00002556,2,44,Female
C00002557,2,7,Male
C00002558,2,30,Male
C00002559,2,8,Female
C00002560,1,70,Female
C00002561,2,48,Male
C00002562,2,42,Male
C00002563,1,74,Male
C00002565,2,64,Male
C00002566,2,29,Female
C00002567,2,64,Male
C00002568,3,64,Female
C00002569,2,69,Male
C00002570,2,69,Female
C00002571,1,43,Female
C00002572,2,1,Male
C00002573,2,1,Female
C00002574,3,29,Female
C00002576,1,46,Female
C00002577,3,70,Male
C00002578,2,76,Male
C00002579,3,11,Female
C00002580,3,11,Male
C00002581,2,52,Female
C00002582,3,51,Male
C00002583,3,75,Male
C00002584,2,4,Female
C00002585,1,75,Female
C00002586,2,8,Male
C00002587,1,8,Female
C00002588,2,33,Male
C00002589,2,21,Male
C00002590,2,42,Female
C00002591,2,42,Male
C00002592,4,1,Female
C00002593,1,1,Male
C00002594,2,55,Male
C00002596,2,31,Male
C00002597,2,28,Female
C00002598,2,28,Male
C00002599,2,1,Male
C00002600,3,7,Female
C00002601,2,37,Male
C00002602,2,37,Female
C00002603,1,38,Female
C00002604,3,22,Male
C00002605,3,22,Female
C00002606,2,31,Male
C00002607,2,63,Male
C00002608,2,58,Female
C00002609,1,1,Male
C00002610,4,1,Female
C00002611,3,77,Male
C00002612,1,38,Male
C00002613,1,1,Male
C00002614,2,72,Male
C00002615,2,64,Female
C00002616,1,50,Male
C00002617,2,50,Female
C00002618,2,17,Male
C00002619,2,63,Female
C00002620,2,63,Male
C00002621,2,51,Male
C00002622,1,71,Male
C00002623,2,16,Female
C00002625,1,57,Male
C00002626,2,1,Male
C00002628,3,1,Female
C00002629,3,1,Male
C00002630,3,64,Female
C00002631,1,18,Male
C00002632,2,18,Female
C00002633,2,1,Female
C00002635,2,67,Female
C00002636,3,28,Male
C00002637,3,64,Male
C00002638,2,1,Male
C00002639,2,45,Female
C00002640,2,45,Male
C00002642,1,22,Male
C00002643,2,54,Female
C00002644,2,6,Female
C00002645,3,67,Male
C00002646,3,63,Female
C00002647,2,9,Male
C00002648,3,9,Female
C00002650,1,75,Male
C00002651,2,75,Female
C00002652,2,41,Female
C00002653,2,1,Male
C00002654,3,59,Female
C00002655,2,44,Male
C00002656,2,54,Male
C00002657,2,73,Male
C00002658,3,11,Male
C00002659,2,46,Male
C00002661,2,1,Female
C00002662,1,1,Male
C00002663,1,8,Male
C00002666,3,47,Female
C00002667,1,9,Male
C00002668,1,9,Female
C00002669,3,51,Male
C00002670,3,45,Male
C00002671,1,35,Female
C00002672,2,7,Female
C00002673,2,65,Male
C00002674,2,65,Female
C00002675,3,31,Male
C00002676,2,61,Male
C00002677,3,33,Male
C00002678,3,33,Female
C00002679,3,1,Male
C00002680,2,1,Female
C00002681,1,45,Female
C00002682,1,45,Male
C00002683,3,48,Female
C00002684,2,74,Female
C00002685,2,73,Female
C00002686,2,19,Female
C00002687,2,19,Male
C00002688,2,60,Female
C00002689,3,16,Male
C00002690,1,58,Female
C00002691,2,47,Male
C00002692,3,44,Male
C00002693,1,46,Female
C00002694,3,15,Female
C00002695,3,15,Male
C00002696,2,2,Male
C00002697,2,2,Female
C00002698,1,31,Female
C00002699,1,31,Male
C00002700,2,34,Male
C00002701,2,1,Male
C00002702,3,7,Male
C00002703,1,2,Female
C00002704,2,1,Female
C00002705,3,43,Male
C00002706,2,3,Male
C00002707,2,45,Male
C00002708,2,73,Male
C00002709,2,26,Male
C00002712,2,25,Male
C00002713,2,36,Male
C00002714,1,6,Female
C00002715,2,7,Male
C00002716,2,25,Female
C00002717,3,46,Male
C00002718,3,46,Female
C00002719,2,29,Female
C00002720,2,1,Female
C00002721,2,24,Female
C00002724,1,35,Male
C00002726,1,1,Female
C00002727,2,1,Male
C00002728,3,74,Male
C00002729,2,1,Male
C00002730,2,52,Male
C00002731,3,38,Male
C00002732,2,57,Female
C00002733,3,3,Female
C00002734,3,3,Male
C00002735,3,64,Male
C00002736,2,1,Female
C00002738,2,1,Male
C00002739,2,13,Male
C00002740,2,36,Female
C00002741,3,41,Female
C00002742,2,65,Female
C00002743,3,50,Female
C00002744,2,50,Male
C00002745,3,54,Female
C00002746,1,1,Male
C00002747,3,6,Male
C00002748,3,6,Female
C00002749,3,14,Female
C00002750,3,14,Male
C00002751,2,68,Female
C00002752,1,48,Male
C00002754,1,66,Female
C00002755,1,1,Female
C00002756,3,31,Female
C00002758,2,1,Male
C00002759,1,2,Male
C00002760,1,68,Female
C00002761,1,1,Female
C00002762,2,29,Female
C00002765,4,36,Female
C00002766,2,70,Male
C00002767,2,70,Female
C00002768,2,1,Male
C00002769,3,69,Male
C00002770,2,1,Male
C00002771,3,37,Male
C00002772,3,37,Female
C00002773,3,49,Female
C00002774,3,49,Male
C00002775,1,41,Female
C00002776,3,31,Female
C00002777,1,46,Female
C00002778,2,57,Male
C00002779,2,29,Male
C00002780,2,29,Female
C00002781,2,46,Female
C00002782,2,31,Male
C00002783,2,1,Male
C00002784,2,36,Female
C00002785,2,22,Male
C00002786,2,24,Male
C00002787,1,41,Female
C00002788,2,49,Female
C00002789,2,1,Female
C00002790,1,16,Male
C00002791,3,60,Male
C00002794,2,18,Male
C00002795,2,18,Female
C00002796,1,15,Male
C00002797,2,28,Male
C00002798,3,65,Male
C00002799,2,4,Female
C00002800,2,2,Male
C00002801,3,75,Male
C00002802,2,1,Female
C00002803,3,68,Male
C00002804,3,68,Female
C00002805,2,73,Male
C00002806,2,58,Female
C00002808,1,8,Female
C00002809,1,33,Male
C00002810,1,72,Male
C00002811,2,1,Female
C00002812,1,55,Female
C00002813,2,70,Male
C00002814,1,19,Female
C00002815,3,35,Male
C00002816,3,35,Female
C00002817,1,1,Female
C00002818,2,54,Male
C00002819,4,8,Male
C00002820,2,77,Male
C00002821,4,45,Female
C00002822,2,50,Male
C00002823,2,70,Female
C00002824,2,39,Male
C00002825,2,65,Male
C00002826,3,59,Male
C00002827,3,63,Male
C00002828,2,14,Female
C00002829,3,33,Female
C00002830,1,51,Male
C00002831,4,68,Female
C00002832,3,13,Male
C00002833,3,13,Female
C00002834,2,52,Male
C00002835,2,27,Male
C00002836,3,38,Female
C00002837,3,38,Male
C00002838,2,65,Male
C00002839,3,72,Female
C00002840,3,72,Male
C00002841,1,18,Female
C00002842,2,74,Male
C00002843,2,70,Female
C00002844,2,51,Male
C00002845,2,7,Male
C00002846,2,1,Female
C00002847,2,34,Female
C00002848,3,34,Male
C00002849,3,19,Male
C00002850,1,7,Male
C00002851,3,54,Male
C00002852,2,26,Female
C00002853,2,28,Female
C00002854,2,16,Male
C00002855,2,16,Female
C00002856,3,47,Male
C00002857,3,33,Male
C00002858,3,42,Female
C00002859,3,68,Female
C00002860,2,28,Male
C00002862,2,49,Female
C00002863,2,49,Male
C00002864,2,51,Female
C00002865,2,15,Male
C00002866,2,15,Female
C00002867,2,1,Female
C00002868,3,14,Male
C00002869,1,1,Male
C00002870,2,29,Male
C00002871,2,71,Female
C00002872,3,77,Female
C00002873,1,16,Female
C00002874,1,34,Male
C00002875,3,46,Male
C00002876,1,1,Male
C00002877,3,59,Male
C00002878,2,68,Male
C00002879,1,40,Male
C00002880,2,60,Male
C00002881,2,12,Female
C00002882,3,70,Male
C00002883,2,30,Male
C00002884,2,40,Female
C00002885,2,1,Female
C00002886,2,1,Male
C00002887,2,2,Female
C00002888,1,1,Female
C00002889,2,25,Male
C00002890,2,62,Male
C00002891,2,62,Female
C00002892,2,3,Female
C00002893,3,2,Female
C00002894,2,70,Female
C00002895,1,70,Female
C00002896,1,1,Female
C00002897,3,40,Male
C00002898,3,40,Female
C00002899,3,16,Male
C00002900,3,18,Male
C00002901,3,25,Female
C00002902,2,8,Female
C00002903,2,8,Male
C00002904,2,64,Female
C00002905,2,64,Male
C00002906,3,5,Male
C00002907,3,5,Female
C00002908,1,1,Male
C00002909,3,26,Male
C00002910,3,76,Male
C00002911,3,45,Male
C00002912,3,45,Female
C00002913,2,44,Male
C00002915,2,33,Female
C00002916,1,1,Male
C00002917,3,16,Male
C00002918,2,5,Male
C00002919,1,5,Female
C00002920,2,44,Female
C00002921,1,64,Female
C00002922,2,43,Male
C00002923,1,35,Female
C00002924,2,18,Female
C00002925,2,18,Male
C00002926,3,27,Male
C00002927,3,27,Female
C00002928,3,38,Male
C00002929,2,1,Male
C00002930,2,41,Male
C00002932,2,1,Female
C00002933,2,72,Male
C00002934,2,72,Female
C00002935,2,61,Female
C00002936,2,3,Female
C00002937,2,74,Male
C00002938,3,8,Female
C00002939,3,8,Male
C00002940,2,1,Male
C00002941,2,38,Male
C00002942,2,67,Female
C00002943,4,1,Female
C00002944,2,71,Female
C00002945,3,74,Male
C00002946,3,74,Female
C00002947,2,19,Female
C00002948,1,47,Male
C00002949,2,14,Male
C00002950,2,46,Male
C00002951,2,76,Female
C00002952,1,52,Female
C00002953,3,3,Male
C00002954,2,38,Female
C00002955,2,38,Male
C00002956,3,23,Male
C00002957,1,23,Male
C00002958,1,48,Male
C00002959,2,54,Male
C00002960,3,1,Male
C00002961,3,1,Female
C00002962,3,1,Male
C00002963,3,1,Female
C00002964,1,8,Male
C00002965,3,30,Female
C00002966,2,65,Male
C00002967,2,53,Female
C00002968,2,40,Male
C00002969,3,55,Male
C00002970,3,55,Female
C00002971,1,1,Female
C00002972,1,1,Male
C00002974,2,56,Female
C00002975,2,33,Female
C00002976,3,57,Female
C00002977,2,39,Male
C00002978,2,33,Female
C00002979,2,4,Female
C00002980,1,11,Male
C00002981,2,16,Female
C00002982,1,6,Female
C00002983,2,6,Male
C00002984,2,60,Female
C00002985,2,60,Male
C00002986,2,14,Male
C00002987,2,14,Female
C00002988,2,33,Male
C00002989,2,17,Female
C00002990,3,32,Female
C00002991,2,32,Male
C00002992,2,11,Male
C00002994,2,18,Male
C00002995,2,35,Female
C00002996,2,1,Male
C00002997,2,1,Female
C00002998,2,1,Male
C00002999,1,74,Female
C00003000,3,41,Female
C00003001,2,1,Male
C00003002,2,42,Female
C00003003,1,69,Female
C00003004,1,69,Male
C00003005,3,43,Male
C00003006,1,22,Female
C00003007,2,76,Male
C00003008,3,73,Male
C00003009,2,62,Female
C00003010,2,62,Male
C00003011,2,74,Male
C00003012,2,70,Female
C00003013,2,51,Female
C00003014,2,51,Male
C00003015,2,73,Male
C00003016,1,40,Male
C00003017,2,2,Male
C00003018,1,61,Male
C00003019,2,30,Male
C00003020,2,32,Female
C00003021,2,1,Male
C00003022,2,1,Female
C00003023,2,16,Male
C00003024,3,60,Male
C00003025,3,60,Female
C00003026,2,22,Male
C00003027,2,62,Male
C00003028,3,34,Female
C00003029,1,43,Male
C00003030,1,68,Female
C00003031,2,40,Female
C00003032,2,40,Male
C00003035,2,27,Male
C00003036,2,16,Female
C00003037,2,64,Male
C00003038,2,6,Female
C00003039,2,55,Female
C00003041,3,4,Female
C00003042,2,18,Female
C00003043,2,63,Female
C00003044,2,36,Male
C00003045,2,10,Female
C00003046,3,1,Female
C00003047,1,45,Male
C00003048,3,16,Female
C00003049,2,6,Male
C00003050,2,6,Female
C00003051,3,65,Male
C00003054,2,74,Male
C00003055,3,51,Male
C00003056,2,38,Female
C00003057,2,38,Male
C00003058,2,49,Female
C00003059,1,61,Male
C00003060,2,61,Male
C00003061,2,61,Female
C00003062,3,41,Female
C00003063,1,27,Male
C00003064,3,42,Male
C00003065,3,24,Female
C00003066,4,54,Female
C00003067,2,57,Female
C00003068,2,57,Male
C00003069,2,21,Male
C00003070,3,46,Male
C00003071,2,38,Female
C00003072,3,1,Male
C00003073,3,1,Female
C00003074,2,1,Male
C00003075,2,74,Male
C00003076,2,57,Female
C00003077,3,50,Female
C00003078,3,50,Male
C00003079,2,67,Male
C00003080,2,5,Female
C00003081,2,5,Male
C00003082,1,52,Female
C00003083,1,41,Male
C00003084,2,23,Female
C00003085,2,62,Female
C00003086,2,62,Male
C00003087,2,46,Female
C00003088,2,40,Male
C00003089,1,46,Male
C00003090,2,32,Male
C00003091,2,15,Female
C00003092,2,59,Female
C00003093,2,35,Male
C00003094,2,48,Male
C00003095,2,36,Male
C00003096,4,74,Male
C00003097,2,48,Male
C00003098,3,17,Male
C00003099,2,17,Male
C00003100,3,2,Male
C00003101,2,1,Male
C00003102,1,61,Female
C00003103,1,64,Female
C00003104,4,4,Female
C00003105,2,68,Male
C00003106,3,72,Female
C00003107,2,30,Male
C00003108,2,30,Female
C00003109,3,7,Female
C00003110,3,54,Male
C00003111,3,54,Female
C00003112,3,24,Male
C00003113,1,60,Female
C00003114,1,60,Male
C00003115,2,72,Male
C00003116,2,28,Male
C00003117,2,62,Female
C00003118,2,62,Male
C00003119,3,50,Female
C00003120,2,75,Male
C00003121,2,57,Female
C00003122,2,57,Male
C00003123,1,1,Male
C00003124,2,5,Female
C00003125,3,10,Female
C00003126,3,47,Male
C00003127,3,1,Female
C00003128,2,69,Female
C00003129,2,5,Female
C00003130,2,19,Female
C00003131,3,1,Female
C00003132,1,1,Female
C00003133,1,31,Female
C00003134,3,1,Male
C00003135,2,48,Male
C00003136,2,1,Male
C00003137,2,70,Male
C00003138,2,70,Female
C00003139,2,46,Female
C00003140,2,46,Male
C00003141,3,9,Female
C00003142,3,68,Male
C00003143,2,21,Female
C00003144,3,1,Male
C00003145,3,1,Female
C00003146,2,1,Male
C00003147,2,19,Female
C00003148,2,3,Male
C00003149,3,3,Female
C00003150,3,54,Female
C00003151,2,1,Female
C00003152,3,1,Male
C00003153,3,26,Male
C00003154,3,26,Female
C00003155,1,44,Female
C00003156,2,68,Female
C00003157,2,1,Female
C00003158,2,1,Female
C00003159,3,24,Male
C00003160,2,20,Male
C00003161,4,66,Male
C00003162,2,55,Male
C00003163,2,1,Female
C00003164,2,1,Male
C00003165,1,3,Female
C00003166,2,31,Male
C00003167,2,48,Female
C00003170,3,76,Male
C00003171,3,76,Female
C00003172,2,64,Male
C00003173,2,66,Female
C00003174,2,66,Male
C00003175,2,64,Female
C00003176,3,1,Male
C00003177,3,24,Male
C00003178,2,25,Female
C00003179,2,45,Female
C00003180,2,45,Male
C00003181,2,27,Male
C00003182,3,18,Female
C00003183,4,70,Male
C00003184,2,5,Female
C00003185,1,17,Female
C00003186,2,1,Female
C00003187,2,7,Male
C00003188,1,68,Female
C00003190,3,1,Female
C00003191,1,56,Female
C00003192,3,6,Male
C00003193,2,28,Female
C00003194,1,51,Female
C00003195,1,2,Female
C00003196,1,72,Female
C00003197,2,1,Male
C00003198,2,1,Female
C00003199,2,1,Female
C00003200,2,1,Male
C00003201,2,66,Female
C00003202,3,56,Male
C00003203,2,1,Female
C00003204,2,1,Male
C00003205,3,1,Female
C00003206,3,1,Male
C00003207,3,55,Female
C00003208,2,27,Male
C00003209,3,27,Female
C00003210,2,14,Male
C00003211,2,17,Female
C00003213,2,1,Male
C00003214,3,71,Male
C00003215,3,64,Female
C00003216,2,58,Male
C00003217,1,61,Male
C00003218,2,49,Male
C00003219,2,49,Female
C00003220,2,23,Male
C00003221,2,23,Female
C00003222,1,21,Male
C00003225,2,13,Male
C00003226,2,1,Male
C00003227,2,59,Female
C00003228,2,34,Male
C00003229,1,50,Male
C00003230,4,1,Female
C00003231,2,21,Male
C00003232,1,5,Male
C00003233,4,1,Male
C00003234,3,67,Female
C00003235,2,46,Female
C00003236,2,28,Female
C00003239,4,7,Female
C00003240,3,67,Female
C00003241,3,26,Male
C00003242,3,26,Female
C00003243,3,71,Female
C00003244,3,72,Male
C00003245,2,70,Male
C00003246,3,66,Male
C00003247,2,69,Female
C00003248,3,28,Female
C00003249,2,17,Male
C00003250,2,17,Female
C00003251,2,52,Female
C00003252,2,52,Male
C00003253,2,70,Male
C00003254,3,1,Male
C00003255,2,8,Female
C00003256,1,49,Male
C00003257,1,73,Female
C00003258,2,74,Female
C00003259,2,71,Male
C00003260,2,74,Female
C00003261,2,74,Male
C00003262,2,61,Female
C00003264,2,63,Female
C00003265,2,47,Female
C00003266,2,47,Male
C00003267,2,61,Male
C00003268,2,1,Female
C00003269,1,2,Male
C00003270,3,12,Male
C00003271,2,58,Female
C00003272,3,9,Female
C00003273,3,9,Male
C00003274,3,26,Male
C00003275,3,26,Female
C00003276,4,52,Male
C00003277,2,42,Male
C00003278,2,42,Female
C00003279,2,66,Female
C00003280,2,66,Male
C00003281,2,74,Male
C00003282,4,29,Male
C00003283,3,10,Male
C00003284,3,2,Male
C00003285,2,2,Female
C00003286,1,74,Female
C00003287,1,74,Male
C00003288,3,69,Male
C00003289,1,75,Female
C00003290,2,11,Female
C00003291,2,52,Male
C00003292,3,18,Male
C00003293,2,1,Female
C00003294,2,52,Male
C00003295,2,40,Female
C00003296,2,23,Male
C00003297,2,1,Male
C00003298,2,5,Female
C00003299,2,76,Female
C00003300,2,53,Male
C00003302,2,52,Female
C00003303,2,52,Male
C00003304,3,69,Male
C00003305,1,41,Female
C00003306,2,27,Male
C00003307,1,14,Female
C00003308,2,15,Male
C00003309,2,15,Female
C00003310,2,23,Male
C00003311,2,51,Male
C00003312,1,70,Female
C00003313,2,60,Female
C00003314,3,24,Female
C00003315,3,24,Male
C00003316,2,1,Female
C00003317,2,1,Male
C00003319,1,1,Female
C00003320,1,1,Male
C00003321,2,13,Female
C00003322,2,31,Male
C00003323,4,74,Female
C00003324,1,26,Female
C00003325,2,26,Male
C00003326,2,57,Female
C00003327,3,20,Female
C00003328,2,24,Male
C00003329,2,54,Male
C00003330,2,54,Female
C00003331,1,70,Female
C00003332,2,46,Female
C00003333,2,10,Female
C00003334,2,1,Male
C00003335,2,11,Male
C00003336,2,64,Female
C00003337,2,53,Male
C00003338,2,69,Female
C00003339,1,31,Female
C00003340,1,54,Male
C00003341,2,54,Female
C00003342,1,73,Male
C00003344,2,42,Male
C00003345,2,37,Female
C00003346,2,37,Male
C00003347,3,11,Male
C00003348,1,38,Female
C00003349,2,42,Male
C00003350,2,30,Male
C00003351,2,30,Female
C00003352,3,23,Male
C00003353,3,23,Female
C00003354,2,62,Female
C00003355,2,38,Male
C00003356,1,73,Male
C00003357,2,63,Female
C00003358,1,16,Male
C00003359,2,1,Male
C00003360,1,43,Female
C00003361,3,40,Female
C00003365,2,1,Female
C00003366,2,54,Female
C00003367,2,54,Male
C00003368,2,14,Female
C00003369,2,1,Male
C00003370,3,25,Male
C00003371,3,25,Female
C00003372,1,1,Male
C00003373,2,5,Male
C00003374,2,5,Female
C00003375,2,74,Male
C00003376,2,11,Female
C00003377,3,11,Male
C00003378,2,5,Male
C00003379,2,5,Female
C00003380,1,74,Female
C00003381,2,70,Female
C00003382,2,54,Male
C00003383,2,54,Female
C00003384,2,41,Female
C00003385,3,11,Female
C00003386,2,49,Female
C00003387,2,58,Male
C00003388,2,53,Female
C00003389,2,39,Female
C00003390,1,53,Female
C00003391,1,42,Male
C00003392,1,1,Female
C00003393,2,73,Female
C00003394,4,66,Female
C00003395,2,4,Male
C00003396,1,18,Female
C00003397,1,24,Female
C00003398,2,24,Male
C00003399,3,72,Male
C00003402,2,74,Female
C00003403,2,74,Male
C00003404,2,56,Female
C00003405,2,40,Male
C00003406,2,40,Female
C00003407,1,35,Female
C00003408,1,35,Male
C00003409,3,36,Male
C00003410,2,54,Male
C00003412,1,57,Male
C00003413,2,57,Female
C00003414,2,11,Female
C00003415,1,54,Female
C00003416,1,35,Male
C00003417,4,35,Female
C00003418,2,70,Female
C00003420,1,66,Male
C00003421,2,20,Male
C00003422,2,1,Female
C00003423,1,12,Female
C00003424,3,64,Male
C00003425,1,70,Male
C00003426,1,73,Male
C00003427,4,42,Male
C00003428,4,42,Female
C00003429,2,46,Male
C00003430,2,3,Male
C00003431,1,70,Female
C00003432,1,15,Male
C00003433,2,71,Male
C00003434,2,71,Female
C00003435,2,4,Female
C00003436,2,30,Male
C00003437,2,30,Female
C00003438,2,43,Male
C00003439,2,62,Male
C00003440,3,1,Female
C00003441,2,75,Male
C00003443,3,1,Female
C00003444,1,57,Male
C00003445,1,17,Female
C00003446,2,70,Male
C00003447,2,54,Female
C00003448,2,1,Male
C00003449,3,27,Male
C00003450,1,25,Male
C00003451,1,19,Male
C00003452,1,19,Female
C00003453,2,56,Male
C00003454,2,11,Female
C00003455,2,11,Male
C00003456,2,54,Female
C00003457,3,75,Female
C00003458,2,33,Male
C00003459,2,14,Female
C00003460,2,14,Male
C00003461,2,54,Male
C00003462,2,54,Female
C00003463,1,1,Female
C00003464,2,43,Male
C00003465,2,30,Male
C00003466,3,1,Female
C00003467,3,1,Male
C00003468,3,68,Female
C00003469,1,1,Female
C00003470,3,52,Female
C00003471,2,1,Female
C00003472,2,70,Female
C00003473,2,70,Male
C00003474,2,32,Female
C00003475,2,19,Male
C00003476,2,60,Female
C00003477,2,37,Male
C00003478,3,1,Male
C00003479,3,1,Female
C00003480,2,15,Female
C00003481,2,15,Male
C00003482,2,71,Female
C00003483,2,70,Male
C00003484,1,44,Male
C00003485,3,77,Male
C00003486,2,77,Male
C00003487,2,1,Male
C00003488,2,1,Male
C00003489,2,76,Male
C00003490,3,19,Male
C00003491,3,19,Female
C00003492,1,8,Female
C00003493,2,69,Female
C00003494,2,42,Male
C00003495,2,64,Female
C00003496,2,64,Male
C00003497,1,39,Female
C00003498,3,77,Male
C00003499,2,19,Male
C00003500,2,29,Male
C00003501,2,51,Male
C00003502,2,54,Male
C00003503,2,54,Female
C00003504,2,40,Male
C00003505,1,20,Male
C00003506,2,1,Female
C00003507,2,32,Female
C00003508,1,38,Male
C00003509,2,38,Female
C00003510,3,13,Male
C00003511,2,74,Male
C00003512,2,49,Male
C00003513,3,70,Male
C00003514,3,70,Female
C00003515,1,61,Female
C00003516,1,58,Female
C00003517,2,68,Female
C00003518,2,33,Female
C00003519,2,74,Male
C00003520,3,8,Female
C00003521,2,4,Male
C00003522,2,57,Male
C00003523,2,6,Male
C00003524,2,68,Female
C00003525,1,15,Male
C00003526,1,15,Female
C00003527,1,77,Male
C00003528,1,73,Female
C00003529,1,54,Male
C00003530,1,16,Female
C00003531,3,43,Male
C00003532,3,56,Male
C00003533,2,1,Female
C00003534,1,50,Female
C00003535,1,37,Male
C00003536,3,55,Male
C00003537,2,51,Male
C00003538,2,1,Female
C00003539,3,36,Male
C00003540,3,51,Male
C00003541,3,51,Female
C00003542,3,10,Male
C00003543,2,10,Female
C00003544,2,1,Female
C00003545,2,68,Male
C00003546,1,3,Male
C00003547,3,1,Female
C00003548,1,1,Male
C00003549,3,5,Female
C00003550,2,54,Female
C00003552,2,44,Male
C00003554,2,22,Female
C00003555,2,22,Male
C00003556,3,6,Male
C00003557,3,6,Female
C00003558,3,54,Female
C00003559,3,57,Female
C00003560,2,57,Male
C00003562,3,1,Male
C00003563,3,1,Female
C00003564,2,62,Male
C00003565,2,44,Male
C00003566,3,65,Female
C00003567,2,1,Male
C00003568,2,1,Male
C00003569,3,67,Male
C00003570,2,15,Female
C00003571,1,25,Male
C00003572,3,48,Female
C00003573,1,8,Female
C00003574,2,19,Female
C00003575,3,9,Female
C00003576,3,1,Female
C00003577,2,31,Female
C00003578,3,72,Male
C00003579,3,72,Female
C00003580,3,6,Female
C00003581,2,33,Male
C00003582,2,38,Male
C00003583,2,15,Female
C00003584,2,15,Male
C00003585,2,29,Female
C00003586,2,60,Male
C00003587,3,60,Female
C00003588,2,76,Female
C00003589,2,73,Female
C00003590,1,23,Female
C00003591,3,74,Male
C00003592,3,74,Female
C00003594,2,13,Female
C00003595,2,28,Male
C00003596,1,74,Male
C00003597,3,10,Female
C00003598,3,66,Male
C00003599,3,66,Female
C00003600,2,46,Female
C00003601,3,19,Male
C00003602,2,19,Female
C00003603,2,42,Male
C00003605,3,71,Male
C00003606,2,63,Male
C00003607,2,18,Female
C00003608,2,66,Male
C00003609,2,66,Female
C00003610,3,36,Male
C00003611,1,30,Female
C00003612,2,19,Female
C00003613,2,19,Male
C00003614,1,43,Female
C00003615,1,1,Male
C00003616,2,77,Female
C00003617,2,51,Female
C00003618,2,54,Male
C00003619,2,40,Male
C00003620,3,21,Male
C00003621,3,66,Male
C00003622,3,66,Female
C00003623,2,28,Female
C00003624,4,1,Female
C00003627,4,18,Female
C00003628,3,11,Female
C00003629,2,42,Male
C00003630,3,64,Female
C00003631,3,64,Male
C00003632,2,15,Female
C00003633,3,72,Male
C00003634,3,1,Male
C00003635,3,1,Female
C00003636,1,46,Male
C00003637,2,64,Male
C00003638,2,49,Female
C00003639,3,73,Male
C00003640,1,75,Male
C00003641,1,75,Female
C00003642,2,19,Male
C00003643,4,26,Male
C00003644,2,75,Male
C00003645,1,34,Male
C00003646,2,33,Female
C00003647,2,33,Male
C00003648,1,3,Male
C00003649,2,10,Female
C00003650,3,64,Male
C00003651,3,35,Male
C00003652,3,1,Male
C00003653,3,1,Female
C00003654,3,25,Female
C00003655,2,59,Male
C00003656,3,62,Female
C00003657,3,62,Male
C00003658,3,58,Male
C00003659,3,42,Female
C00003660,1,65,Male
C00003661,3,51,Male
C00003662,3,27,Male
C00003663,2,69,Female
C00003664,2,69,Male
C00003667,1,70,Male
C00003668,1,70,Female
C00003669,2,10,Male
C00003670,4,44,Female
C00003671,2,10,Male
C00003672,2,10,Female
C00003673,2,1,Female
C00003674,4,17,Female
C00003675,2,70,Male
C00003676,2,10,Female
C00003677,2,10,Male
C00003678,3,1,Female
C00003679,3,72,Male
C00003680,3,72,Female
C00003681,3,1,Male
C00003682,3,1,Female
C00003683,1,74,Female
C00003684,2,16,Female
C00003685,1,74,Male
C00003686,2,61,Female
C00003687,1,49,Male
