trans_id,account_id,type_id,operation_id,bank_id,amount,balance,date
T00046595,A00000155,2,3,9,2988,23159.7,2016-07-06
T00046596,A00000155,2,3,9,2988,25323.5,2016-08-06
T00046597,A00000155,2,3,9,2988,22607.7,2016-09-06
T00046598,A00000155,2,3,9,2988,20995.6,2016-10-06
T00046599,A00000155,2,3,9,2988,22179,2016-11-06
T00046600,A00000155,2,3,9,2988,23865.3,2016-12-06
T00046601,A00000155,2,3,9,2988,17096.5,2017-01-06
T00046602,A00000155,2,3,9,2988,14248.9,2017-02-06
T00046603,A00000155,2,3,9,2988,17704.5,2017-03-06
T00046604,A00000155,2,3,9,2988,17370.6,2017-04-06
T00046605,A00000155,2,3,9,2988,19742.6,2017-05-06
T00046606,A00000155,2,3,9,2988,18040.8,2017-06-06
T00046607,A00000155,2,3,9,2988,20257.2,2017-07-06
T00046608,A00000155,2,3,9,2988,18136.5,2017-08-06
T00046609,A00000155,2,3,9,2988,21909.5,2017-09-06
T00046610,A00000155,2,3,9,2988,24297.4,2017-10-06
T00046611,A00000155,2,3,9,2988,26295.2,2017-11-06
T00046612,A00000155,2,3,9,2988,31003,2017-12-06
T00046613,A00000155,2,3,9,2988,23654.5,2018-01-06
T00046614,A00000155,2,3,9,2988,21494.1,2018-02-06
T00046615,A00000155,2,3,9,2988,29484.2,2018-03-06
T00046616,A00000155,2,3,9,2988,29301.6,2018-04-06
T00046617,A00000155,2,3,9,2988,29018,2018-05-06
T00046618,A00000155,2,3,9,2988,26550.4,2018-06-06
T00046619,A00000155,2,3,9,2988,26333.1,2018-07-06
T00046620,A00000155,2,3,9,2988,26170.5,2018-08-06
T00046621,A00000155,2,3,9,2988,24669.9,2018-09-06
T00046622,A00000155,2,3,9,2988,21224.6,2018-10-06
T00046623,A00000155,2,3,9,2988,18402.8,2018-11-06
T00046624,A00000155,2,3,9,2988,13065.4,2018-12-06
T00046626,A00000155,2,4,1,14560,19825.1,2016-06-06
T00046631,A00000155,2,4,1,4640,16939.5,2017-01-14
T00046632,A00000155,2,4,1,9440,28562.5,2018-01-01
T00046634,A00000155,2,4,1,4000,26589.8,2016-12-15
T00046635,A00000155,2,4,1,1760,35967.5,2017-12-21
T00046649,A00000155,2,4,1,1680,15259.5,2017-01-19
T00046650,A00000155,2,4,1,3480,20084.5,2017-01-05
T00046652,A00000155,2,4,1,3120,23564.5,2017-01-04
T00046653,A00000155,2,4,1,2280,12979.5,2017-01-22
T00046655,A00000155,2,4,1,600,25597.5,2018-01-29
T00046656,A00000155,2,4,1,840,17534.5,2018-01-12
T00046657,A00000155,2,4,1,1200,24397.5,2018-01-29
T00046658,A00000155,2,4,1,1440,20577.5,2018-01-14
T00046659,A00000155,2,4,1,1920,26642.5,2018-01-05
T00046660,A00000155,2,4,1,1080,19497.5,2018-01-14
T00046664,A00000155,2,4,1,4200,21123.5,2016-08-09
T00046665,A00000155,2,4,1,1680,25962.7,2016-07-14
T00046666,A00000155,2,4,1,5280,33237.2,2016-04-02
T00046667,A00000155,2,4,1,840,25122.7,2016-07-25
T00046670,A00000155,2,4,1,1680,21028.8,2017-06-03
T00046671,A00000155,2,4,1,1080,32421,2018-05-21
T00046672,A00000155,2,4,1,5280,18374.5,2018-01-10
T00046673,A00000155,2,4,1,2640,24112.9,2018-09-29
T00046674,A00000155,2,4,1,2400,28253.5,2018-08-18
T00046675,A00000155,2,4,1,5160,25656.1,2018-07-15
T00046676,A00000155,2,4,1,3360,23190.4,2018-06-11
T00046693,A00000155,2,4,1,14.6,38517.2,2016-03-31
T00046694,A00000155,2,4,1,14.6,34358,2016-04-30
T00046695,A00000155,2,4,1,14.6,36685.1,2016-05-31
T00046696,A00000155,2,4,1,14.6,23647.7,2016-06-30
T00046697,A00000155,2,4,1,14.6,25211.5,2016-07-31
T00046698,A00000155,2,4,1,14.6,25695.7,2016-08-31
T00046699,A00000155,2,4,1,14.6,27183.6,2016-09-30
T00046700,A00000155,2,4,1,14.6,25567,2016-10-31
T00046701,A00000155,2,4,1,14.6,26753.3,2016-11-30
T00046702,A00000155,2,4,1,14.6,26684.5,2016-12-31
T00046703,A00000155,2,4,1,14.6,17236.9,2017-01-31
T00046704,A00000155,2,4,1,14.6,18792.5,2017-02-28
T00046705,A00000155,2,4,1,14.6,22258.6,2017-03-31
T00046706,A00000155,2,4,1,14.6,22730.6,2017-04-30
T00046707,A00000155,2,4,1,14.6,22708.8,2017-05-31
T00046708,A00000155,2,4,1,14.6,23245.2,2017-06-30
T00046709,A00000155,2,4,1,14.6,21124.5,2017-07-31
T00046710,A00000155,2,4,1,14.6,24897.5,2017-08-31
T00046711,A00000155,2,4,1,14.6,27285.4,2017-09-30
T00046712,A00000155,2,4,1,14.6,29283.2,2017-10-31
T00046713,A00000155,2,4,1,14.6,33991,2017-11-30
T00046714,A00000155,2,4,1,14.6,38002.5,2017-12-31
T00046715,A00000155,2,4,1,14.6,24482.1,2018-01-31
T00046716,A00000155,2,4,1,14.6,32472.2,2018-02-28
T00046717,A00000155,2,4,1,14.6,32289.6,2018-03-31
T00046718,A00000155,2,4,1,14.6,32006,2018-04-30
T00046719,A00000155,2,4,1,14.6,29538.4,2018-05-31
T00046720,A00000155,2,4,1,14.6,29321.1,2018-06-30
T00046721,A00000155,2,4,1,14.6,29158.5,2018-07-31
T00046722,A00000155,2,4,1,14.6,27657.9,2018-08-31
T00046723,A00000155,2,4,1,14.6,24212.6,2018-09-30
T00046724,A00000155,2,4,1,14.6,21390.8,2018-10-31
T00046725,A00000155,2,4,1,14.6,16053.4,2018-11-30
T00046726,A00000155,1,1,1,12700,17495,2015-12-07
T00046727,A00000155,2,4,1,300,23989,2016-01-06
T00046728,A00000155,1,1,1,200,28783.8,2016-02-05
T00046729,A00000155,1,1,1,500,33897.1,2016-03-06
T00046730,A00000155,2,4,1,500,32737.2,2016-04-05
T00046731,A00000155,1,1,1,700,35058,2016-05-05
T00046732,A00000155,2,4,1,2300,34385.1,2016-06-04
T00046733,A00000155,1,1,1,2500,26147.7,2016-07-04
T00046734,A00000155,1,1,1,3100,28311.5,2016-08-03
T00046735,A00000155,2,4,1,100,25595.7,2016-09-02
T00046736,A00000155,2,4,1,3200,23983.6,2016-10-02
T00046737,A00000155,2,4,1,400,25167,2016-11-01
T00046738,A00000155,1,1,1,100,26853.3,2016-12-01
T00046739,A00000155,1,1,1,4200,17179.5,2017-01-30
T00046740,A00000155,1,1,1,1900,20692.5,2017-03-01
T00046741,A00000155,2,4,1,1900,20358.6,2017-03-31
T00046742,A00000155,1,1,1,800,22745.2,2017-04-30
T00046743,A00000155,2,4,1,1600,22625.6,2017-05-30
T00046744,A00000155,2,4,1,1600,23165.3,2017-06-29
T00046745,A00000155,2,4,1,3700,21040.2,2017-07-29
T00046746,A00000155,1,1,1,2200,24819.5,2017-08-28
T00046747,A00000155,1,1,1,800,27192.5,2017-09-27
T00046748,A00000155,1,1,1,400,29180.4,2017-10-27
T00046749,A00000155,1,1,1,3100,33878.2,2017-11-26
T00046750,A00000155,1,1,1,1900,37867.5,2017-12-26
T00046751,A00000155,1,1,1,6700,26197.5,2018-01-25
T00046752,A00000155,1,1,1,6400,32377.1,2018-02-24
T00046753,A00000155,2,4,1,1800,32167.2,2018-03-26
T00046754,A00000155,2,4,1,1900,31884.6,2018-04-25
T00046755,A00000155,2,4,1,3000,29421,2018-05-25
T00046756,A00000155,2,4,1,700,29214.9,2018-06-24
T00046757,A00000155,1,1,1,3400,29056.1,2018-07-24
T00046758,A00000155,2,4,1,700,27553.5,2018-08-23
T00046759,A00000155,2,4,1,2400,26752.9,2018-09-22
T00046760,A00000155,2,4,1,4400,21307.6,2018-10-22
T00046761,A00000155,2,4,1,6900,15985.8,2018-11-21
T00046800,A00000156,1,1,1,1000,1000,2017-10-22
T00046811,A00000156,1,2,8,3481,4481,2017-11-14
T00046812,A00000156,1,2,8,3481,7962,2017-12-14
T00046813,A00000156,1,2,8,3481,11443,2018-01-14
T00046814,A00000156,1,2,8,3481,14924,2018-02-14
T00046815,A00000156,1,2,8,3481,18405,2018-03-14
T00046816,A00000156,1,2,8,3481,19843.9,2018-04-14
T00046817,A00000156,1,2,8,3481,20188.5,2018-05-14
T00046818,A00000156,1,2,8,3481,21706.5,2018-06-14
T00046819,A00000156,1,2,8,3481,14784.4,2018-07-14
T00046820,A00000156,1,2,8,3481,16279.8,2018-08-14
T00046821,A00000156,1,2,8,3481,17781.5,2018-09-14
T00046822,A00000156,1,2,8,3481,19289.4,2018-10-14
T00046823,A00000156,1,2,8,3481,17597.1,2018-11-14
T00046824,A00000156,1,2,8,3481,16549.1,2018-12-14
T00046840,A00000156,2,3,5,2030,16362.9,2018-04-07
T00046841,A00000156,2,3,5,2030,16707.5,2018-05-07
T00046842,A00000156,2,3,5,2030,18225.5,2018-06-07
T00046843,A00000156,2,3,5,2030,11303.4,2018-07-07
T00046844,A00000156,2,3,5,2030,12798.8,2018-08-07
T00046845,A00000156,2,3,5,2030,14300.5,2018-09-07
T00046846,A00000156,2,3,5,2030,15808.4,2018-10-07
T00046847,A00000156,2,3,5,2030,14116.1,2018-11-07
T00046848,A00000156,2,3,5,2030,13068.1,2018-12-07
T00046850,A00000156,2,4,1,8430,13276.5,2018-06-17
T00046854,A00000156,2,4,1,300,16249.1,2018-12-19
T00046874,A00000156,2,4,1,150,15047.1,2018-11-25
T00046876,A00000156,2,4,1,1170,18673.9,2018-04-20
T00046892,A00000156,2,4,1,14.6,18392.9,2018-03-31
T00046893,A00000156,2,4,1,14.6,18737.5,2018-04-30
T00046894,A00000156,2,4,1,14.6,20255.5,2018-05-31
T00046895,A00000156,2,4,1,14.6,13333.4,2018-06-30
T00046896,A00000156,2,4,1,14.6,14828.8,2018-07-31
T00046897,A00000156,2,4,1,14.6,16330.5,2018-08-31
T00046898,A00000156,2,4,1,14.6,17838.4,2018-09-30
T00046899,A00000156,2,4,1,14.6,16146.1,2018-10-31
T00046900,A00000156,2,4,1,14.6,15098.1,2018-11-30
T00046901,A00000156,2,4,1,3200,16089.4,2018-10-17
T00046902,A00000156,2,4,1,2400,15197.1,2018-11-16
T00046913,A00000157,1,1,1,200,200,2017-03-28
T00046917,A00000157,1,2,12,6918,7118,2017-04-06
T00046918,A00000157,1,2,12,6918,14036,2017-05-06
T00046919,A00000157,1,2,12,6918,20954,2017-06-06
T00046920,A00000157,1,2,12,6918,27872,2017-07-06
T00046921,A00000157,1,2,12,6918,34612.3,2017-08-06
T00046922,A00000157,1,2,12,6918,32142.4,2017-09-06
T00046923,A00000157,1,2,12,6918,29122.4,2017-10-06
T00046924,A00000157,1,2,12,6918,27830.2,2017-11-06
T00046925,A00000157,1,2,12,6918,29035,2017-12-06
T00046926,A00000157,1,2,12,6918,26443.2,2018-01-06
T00046927,A00000157,1,2,12,6918,19792,2018-02-06
T00046928,A00000157,1,2,12,6918,22765,2018-03-06
T00046929,A00000157,1,2,12,6918,25750.8,2018-04-06
T00046930,A00000157,1,2,12,6918,28749,2018-05-06
T00046931,A00000157,1,2,12,6918,25459.7,2018-06-06
T00046932,A00000157,1,2,12,6918,25740.8,2018-07-06
T00046933,A00000157,1,2,12,6918,28746,2018-08-06
T00046934,A00000157,1,2,12,6918,30476.7,2018-09-06
T00046935,A00000157,1,2,12,6918,33502.1,2018-10-06
T00046936,A00000157,1,2,12,6918,36532.6,2018-11-06
T00046937,A00000157,1,2,12,6918,39575.5,2018-12-06
T00046945,A00000157,2,3,2,3991,30621.3,2017-08-13
T00046946,A00000157,2,3,2,3991,28151.4,2017-09-13
T00046947,A00000157,2,3,2,3991,25131.4,2017-10-13
T00046948,A00000157,2,3,2,3991,23839.2,2017-11-13
T00046949,A00000157,2,3,2,3991,25044,2017-12-13
T00046950,A00000157,2,3,2,3991,19052.2,2018-01-13
T00046951,A00000157,2,3,2,3991,15801,2018-02-13
T00046952,A00000157,2,3,2,3991,18774,2018-03-13
T00046953,A00000157,2,3,2,3991,21759.8,2018-04-13
T00046954,A00000157,2,3,2,3991,24758,2018-05-13
T00046955,A00000157,2,3,2,3991,19388.7,2018-06-13
T00046956,A00000157,2,3,2,3991,21749.8,2018-07-13
T00046957,A00000157,2,3,2,3991,24755,2018-08-13
T00046958,A00000157,2,3,2,3991,26485.7,2018-09-13
T00046959,A00000157,2,3,2,3991,29511.1,2018-10-13
T00046960,A00000157,2,3,2,3991,32541.6,2018-11-13
T00046961,A00000157,2,3,2,3991,35584.5,2018-12-13
T00046963,A00000157,2,4,1,6300,18541.7,2018-06-04
T00046965,A00000157,2,4,1,3400,23043.2,2018-01-09
T00046966,A00000157,2,4,1,1000,21044,2017-12-30
T00046967,A00000157,2,4,1,1050,34534.5,2018-12-29
T00046974,A00000157,2,4,1,1280,12812.2,2018-01-26
T00046976,A00000157,2,4,1,1600,19525.2,2018-01-05
T00046977,A00000157,2,4,1,1200,17852.2,2018-01-15
T00046978,A00000157,2,4,1,1600,16252.2,2018-01-19
T00046979,A00000157,2,4,1,2160,14092.2,2018-01-22
T00046981,A00000157,2,4,1,2640,22111.4,2017-09-27
T00046986,A00000157,2,4,1,2080,23379.7,2018-06-07
T00046987,A00000157,2,4,1,720,33814.5,2018-12-29
T00046988,A00000157,2,4,1,1280,23558.7,2018-09-04
T00046989,A00000157,2,4,1,640,18822.8,2018-07-03
T00046998,A00000157,2,4,1,14.6,25224.4,2017-08-31
T00046999,A00000157,2,4,1,14.6,22204.4,2017-09-30
T00047000,A00000157,2,4,1,14.6,20912.2,2017-10-31
T00047001,A00000157,2,4,1,14.6,22117,2017-11-30
T00047002,A00000157,2,4,1,14.6,21125.2,2017-12-31
T00047003,A00000157,2,4,1,14.6,12874,2018-01-31
T00047004,A00000157,2,4,1,14.6,15847,2018-02-28
T00047005,A00000157,2,4,1,14.6,18832.8,2018-03-31
T00047006,A00000157,2,4,1,14.6,21831,2018-04-30
T00047007,A00000157,2,4,1,14.6,24841.7,2018-05-31
T00047008,A00000157,2,4,1,14.6,19462.8,2018-06-30
T00047009,A00000157,2,4,1,14.6,21828,2018-07-31
T00047010,A00000157,2,4,1,14.6,24838.7,2018-08-31
T00047011,A00000157,2,4,1,14.6,26584.1,2018-09-30
T00047012,A00000157,2,4,1,14.6,29614.6,2018-10-31
T00047013,A00000157,2,4,1,14.6,32657.5,2018-11-30
T00047014,A00000157,2,4,1,200,27672,2017-07-26
T00047015,A00000157,2,4,1,5500,25121.3,2017-08-25
T00047016,A00000157,2,4,1,3400,24751.4,2017-09-24
T00047017,A00000157,2,4,1,4300,20831.4,2017-10-24
T00047018,A00000157,2,4,1,1800,22039.2,2017-11-23
T00047019,A00000157,2,4,1,3000,22044,2017-12-23
T00047038,A00000158,1,1,1,700,700,2015-03-15
T00047042,A00000158,1,1,1,24548,25248,2015-04-05
T00047043,A00000158,1,1,1,24548,47750.7,2015-05-05
T00047044,A00000158,1,1,1,36822,71897.6,2015-06-05
T00047045,A00000158,1,1,1,24548,70017.1,2015-07-05
T00047046,A00000158,1,1,1,24548,72259.5,2015-08-05
T00047047,A00000158,1,1,1,24548,71678,2015-09-05
T00047048,A00000158,1,1,1,24548,72337.9,2015-10-05
T00047049,A00000158,1,1,1,24548,70751.1,2015-11-05
T00047050,A00000158,1,1,1,36822,83033.5,2015-12-05
T00047051,A00000158,1,1,1,24548,75122.2,2016-01-05
T00047052,A00000158,1,1,1,24548,58138.8,2016-02-05
T00047053,A00000158,1,1,1,24548,60164.7,2016-03-05
T00047054,A00000158,1,1,1,24548,60654,2016-04-05
T00047055,A00000158,1,1,1,24548,61283.3,2016-05-05
T00047056,A00000158,1,1,1,36822,78038,2016-06-05
T00047057,A00000158,1,1,1,24548,69535.9,2016-07-05
T00047058,A00000158,1,1,1,24548,58998.3,2016-08-05
T00047059,A00000158,1,1,1,24548,59182.6,2016-09-05
T00047060,A00000158,1,1,1,24548,59944.1,2016-10-05
T00047061,A00000158,1,1,1,24548,53718.5,2016-11-05
T00047062,A00000158,1,1,1,36822,72010.7,2016-12-05
T00047063,A00000158,1,1,1,24548,63935.5,2017-01-05
T00047064,A00000158,1,1,1,24548,52468.3,2017-02-05
T00047065,A00000158,1,1,1,24548,56081.6,2017-03-05
T00047066,A00000158,1,1,1,24548,56013.8,2017-04-05
T00047067,A00000158,1,1,1,24548,57547.8,2017-05-05
T00047068,A00000158,1,1,1,36822,52758.4,2017-06-05
T00047069,A00000158,1,1,1,24548,51172.6,2017-07-05
T00047070,A00000158,1,1,1,24548,52086.9,2017-08-05
T00047071,A00000158,1,1,1,24548,49989.6,2017-09-05
T00047072,A00000158,1,1,1,24548,49031.4,2017-10-05
T00047073,A00000158,1,1,1,24548,51225.7,2017-11-05
T00047074,A00000158,1,1,1,36822,67382.6,2017-12-05
T00047075,A00000158,1,1,1,24548,58497.9,2018-01-05
T00047076,A00000158,1,1,1,24548,46095.7,2018-02-05
T00047077,A00000158,1,1,1,24548,50855.2,2018-03-05
T00047078,A00000158,1,1,1,24548,45747.6,2018-04-05
T00047079,A00000158,1,1,1,24548,44302.6,2018-05-05
T00047080,A00000158,1,1,1,36822,73270.8,2018-06-05
T00047081,A00000158,1,1,1,24548,44461.6,2018-07-05
T00047082,A00000158,1,1,1,24548,44306.7,2018-08-05
T00047083,A00000158,1,1,1,24548,39992.8,2018-09-05
T00047084,A00000158,1,1,1,24548,61232.7,2018-10-05
T00047085,A00000158,1,1,1,24548,49330.5,2018-11-05
T00047086,A00000158,1,1,1,36822,52553.7,2018-12-05
T00047094,A00000158,2,3,4,3420,68839.5,2015-08-09
T00047095,A00000158,2,3,4,3420,67298,2015-09-09
T00047096,A00000158,2,3,4,3420,68917.9,2015-10-09
T00047097,A00000158,2,3,4,3420,67331.1,2015-11-09
T00047098,A00000158,2,3,4,3420,79613.5,2015-12-09
T00047099,A00000158,2,3,4,3420,45062.2,2016-01-09
T00047100,A00000158,2,3,4,3420,35478.8,2016-02-09
T00047101,A00000158,2,3,4,3420,56744.7,2016-03-09
T00047102,A00000158,2,3,4,3420,39234,2016-04-09
T00047103,A00000158,2,3,4,3420,41063.3,2016-05-09
T00047104,A00000158,2,3,4,3420,44818,2016-06-09
T00047105,A00000158,2,3,4,3420,43415.9,2016-07-09
T00047106,A00000158,2,3,4,3420,37978.3,2016-08-09
T00047107,A00000158,2,3,4,3420,35262.6,2016-09-09
T00047108,A00000158,2,3,4,3420,38724.1,2016-10-09
T00047109,A00000158,2,3,4,3420,50298.5,2016-11-09
T00047110,A00000158,2,3,4,3420,67150.7,2016-12-09
T00047111,A00000158,2,3,4,3420,56315.5,2017-01-09
T00047112,A00000158,2,3,4,3420,49048.3,2017-02-09
T00047113,A00000158,2,3,4,3420,52661.6,2017-03-09
T00047114,A00000158,2,3,4,3420,52593.8,2017-04-09
T00047115,A00000158,2,3,4,3420,51847.8,2017-05-09
T00047116,A00000158,2,3,4,3420,49338.4,2017-06-09
T00047117,A00000158,2,3,4,3420,47752.6,2017-07-09
T00047118,A00000158,2,3,4,3420,48666.9,2017-08-09
T00047119,A00000158,2,3,4,3420,46569.6,2017-09-09
T00047120,A00000158,2,3,4,3420,45611.4,2017-10-09
T00047121,A00000158,2,3,4,3420,47805.7,2017-11-09
T00047122,A00000158,2,3,4,3420,63162.6,2017-12-09
T00047123,A00000158,2,3,4,3420,38597.9,2018-01-09
T00047124,A00000158,2,3,4,3420,42675.7,2018-02-09
T00047125,A00000158,2,3,4,3420,41675.2,2018-03-09
T00047126,A00000158,2,3,4,3420,42327.6,2018-04-09
T00047127,A00000158,2,3,4,3420,40882.6,2018-05-09
T00047128,A00000158,2,3,4,3420,69850.8,2018-06-09
T00047129,A00000158,2,3,4,3420,41041.6,2018-07-09
T00047130,A00000158,2,3,4,3420,40886.7,2018-08-09
T00047131,A00000158,2,3,4,3420,36572.8,2018-09-09
T00047132,A00000158,2,3,4,3420,57812.7,2018-10-09
T00047133,A00000158,2,3,4,3420,45910.5,2018-11-09
T00047134,A00000158,2,3,4,3420,49133.7,2018-12-09
T00047137,A00000158,2,4,1,11040,15936.4,2017-06-04
T00047138,A00000158,2,4,1,22400,47450.8,2018-06-12
T00047140,A00000158,2,4,1,3360,41702.2,2016-01-11
T00047141,A00000158,2,4,1,9440,46875.5,2017-01-11
T00047142,A00000158,2,4,1,13600,44897.9,2018-01-05
T00047143,A00000158,2,4,1,3200,76413.5,2015-12-10
T00047144,A00000158,2,4,1,1440,70570.7,2016-12-07
T00047145,A00000158,2,4,1,800,66582.6,2017-12-06
T00047153,A00000158,2,4,1,2400,70682.2,2016-01-08
T00047154,A00000158,2,4,1,2040,50574.2,2016-01-02
T00047155,A00000158,2,4,1,3000,33422.2,2016-01-22
T00047156,A00000158,2,4,1,3240,36422.2,2016-01-21
T00047157,A00000158,2,4,1,2040,73082.2,2016-01-06
T00047158,A00000158,2,4,1,2040,39662.2,2016-01-13
T00047159,A00000158,2,4,1,1200,38835.5,2017-01-18
T00047160,A00000158,2,4,1,3240,40035.5,2017-01-18
T00047161,A00000158,2,4,1,600,43275.5,2017-01-18
T00047162,A00000158,2,4,1,3120,60815.5,2017-01-07
T00047163,A00000158,2,4,1,3000,43875.5,2017-01-12
T00047164,A00000158,2,4,1,1080,59735.5,2017-01-09
T00047165,A00000158,2,4,1,2880,42017.9,2018-01-06
T00047166,A00000158,2,4,1,3120,33949.9,2018-01-01
T00047167,A00000158,2,4,1,1440,33677.9,2018-01-19
T00047168,A00000158,2,4,1,2640,35117.9,2018-01-16
T00047169,A00000158,2,4,1,840,37757.9,2018-01-15
T00047170,A00000158,2,4,1,2760,30917.9,2018-01-24
T00047176,A00000158,2,4,1,960,70718,2015-09-08
T00047177,A00000158,2,4,1,4080,39335.9,2016-07-18
T00047178,A00000158,2,4,1,1320,65830.7,2016-12-25
T00047179,A00000158,2,4,1,3480,34498.3,2016-08-19
T00047180,A00000158,2,4,1,3480,35964.7,2016-03-23
T00047181,A00000158,2,4,1,2640,36594,2016-04-18
T00047182,A00000158,2,4,1,5040,34295.9,2016-07-23
T00047183,A00000158,2,4,1,3240,54898.8,2016-02-06
T00047184,A00000158,2,4,1,3720,44946.9,2017-08-16
T00047185,A00000158,2,4,1,2280,55267.8,2017-05-06
T00047186,A00000158,2,4,1,5400,57762.6,2017-12-17
T00047187,A00000158,2,4,1,4080,40866.9,2017-08-25
T00047188,A00000158,2,4,1,3840,42729.6,2017-09-29
T00047189,A00000158,2,4,1,5760,46087.8,2017-05-13
T00047190,A00000158,2,4,1,5760,45095.2,2018-03-05
T00047191,A00000158,2,4,1,4560,36322.6,2018-05-24
T00047193,A00000158,2,4,1,720,40955.2,2018-03-15
T00047194,A00000158,2,4,1,5640,35246.7,2018-08-10
T00047203,A00000158,2,4,1,14.6,47130,2015-08-31
T00047204,A00000158,2,4,1,14.6,47789.9,2015-09-30
T00047205,A00000158,2,4,1,14.6,46203.1,2015-10-31
T00047206,A00000158,2,4,1,14.6,46211.5,2015-11-30
T00047207,A00000158,2,4,1,14.6,52614.2,2015-12-31
T00047208,A00000158,2,4,1,14.6,33590.8,2016-01-31
T00047209,A00000158,2,4,1,14.6,35616.7,2016-02-29
T00047210,A00000158,2,4,1,14.6,36106,2016-03-31
T00047211,A00000158,2,4,1,14.6,36735.3,2016-04-30
T00047212,A00000158,2,4,1,14.6,41216,2016-05-31
T00047213,A00000158,2,4,1,14.6,44987.9,2016-06-30
T00047214,A00000158,2,4,1,14.6,34450.3,2016-07-31
T00047215,A00000158,2,4,1,14.6,34634.6,2016-08-31
T00047216,A00000158,2,4,1,14.6,35396.1,2016-09-30
T00047217,A00000158,2,4,1,14.6,38870.5,2016-10-31
T00047218,A00000158,2,4,1,14.6,50488.7,2016-11-30
T00047219,A00000158,2,4,1,14.6,66087.5,2016-12-31
T00047220,A00000158,2,4,1,14.6,39020.3,2017-01-31
T00047221,A00000158,2,4,1,14.6,49233.6,2017-02-28
T00047222,A00000158,2,4,1,14.6,52865.8,2017-03-31
T00047223,A00000158,2,4,1,14.6,52799.8,2017-04-30
T00047224,A00000158,2,4,1,14.6,46276.4,2017-05-31
T00047225,A00000158,2,4,1,14.6,49524.6,2017-06-30
T00047226,A00000158,2,4,1,14.6,47938.9,2017-07-31
T00047227,A00000158,2,4,1,14.6,41041.6,2017-08-31
T00047228,A00000158,2,4,1,14.6,42883.4,2017-09-30
T00047229,A00000158,2,4,1,14.6,26677.7,2017-10-31
T00047230,A00000158,2,4,1,14.6,30560.6,2017-11-30
T00047231,A00000158,2,4,1,14.6,37069.9,2017-12-31
T00047232,A00000158,2,4,1,14.6,21547.7,2018-01-31
T00047233,A00000158,2,4,1,14.6,26307.2,2018-02-28
T00047234,A00000158,2,4,1,14.6,21199.6,2018-03-31
T00047235,A00000158,2,4,1,14.6,19754.6,2018-04-30
T00047236,A00000158,2,4,1,14.6,36448.8,2018-05-31
T00047237,A00000158,2,4,1,14.6,19913.6,2018-06-30
T00047238,A00000158,2,4,1,14.6,19758.7,2018-07-31
T00047239,A00000158,2,4,1,14.6,15444.8,2018-08-31
T00047240,A00000158,2,4,1,14.6,36684.7,2018-09-30
T00047241,A00000158,2,4,1,14.6,24782.5,2018-10-31
T00047242,A00000158,2,4,1,14.6,15731.7,2018-11-30
T00047243,A00000158,2,4,1,2100,23148,2015-04-14
T00047244,A00000158,2,4,1,12800,34950.7,2015-05-14
T00047245,A00000158,2,4,1,26600,45297.6,2015-06-13
T00047246,A00000158,2,4,1,22500,47517.1,2015-07-13
T00047247,A00000158,2,4,1,21900,46939.5,2015-08-12
T00047248,A00000158,2,4,1,19700,47598,2015-09-11
T00047249,A00000158,2,4,1,22900,46017.9,2015-10-11
T00047250,A00000158,2,4,1,21300,46031.1,2015-11-10
T00047251,A00000158,2,4,1,24000,52413.5,2015-12-10
T00047252,A00000158,2,4,1,22200,48482.2,2016-01-09
T00047253,A00000158,2,4,1,16000,38898.8,2016-02-08
T00047254,A00000158,2,4,1,17300,39444.7,2016-03-09
T00047255,A00000158,2,4,1,18000,42654,2016-04-08
T00047256,A00000158,2,4,1,16800,44483.3,2016-05-08
T00047257,A00000158,2,4,1,29800,48238,2016-06-07
T00047258,A00000158,2,4,1,22700,46835.9,2016-07-07
T00047259,A00000158,2,4,1,17600,41398.3,2016-08-06
T00047260,A00000158,2,4,1,20500,38682.6,2016-09-05
T00047261,A00000158,2,4,1,17800,42144.1,2016-10-05
T00047262,A00000158,2,4,1,9700,29170.5,2016-11-04
T00047263,A00000158,2,4,1,15300,35188.7,2016-12-04
T00047264,A00000158,2,4,1,26700,39387.5,2017-01-03
T00047265,A00000158,2,4,1,11100,27920.3,2017-02-02
T00047266,A00000158,2,4,1,17700,31533.6,2017-03-04
T00047267,A00000158,2,4,1,21400,31465.8,2017-04-03
T00047268,A00000158,2,4,1,19800,32999.8,2017-05-03
T00047269,A00000158,2,4,1,19300,26976.4,2017-06-02
T00047270,A00000158,2,4,1,22900,26624.6,2017-07-02
T00047271,A00000158,2,4,1,20400,27538.9,2017-08-01
T00047272,A00000158,2,4,1,15600,25441.6,2017-08-31
T00047273,A00000158,2,4,1,18400,24483.4,2017-09-30
T00047274,A00000158,2,4,1,19100,26511.4,2017-10-30
T00047275,A00000158,2,4,1,17400,30405.7,2017-11-29
T00047276,A00000158,2,4,1,20900,36862.6,2017-12-29
T00047277,A00000158,2,4,1,9500,21417.9,2018-01-28
T00047278,A00000158,2,4,1,16500,26175.7,2018-02-27
T00047279,A00000158,2,4,1,19900,21055.2,2018-03-29
T00047280,A00000158,2,4,1,22700,19627.6,2018-04-28
T00047281,A00000158,2,4,1,27700,19750.8,2018-06-27
T00047282,A00000158,2,4,1,21400,19641.6,2018-07-27
T00047283,A00000158,2,4,1,19900,15346.7,2018-08-26
T00047284,A00000158,2,4,1,33200,24612.7,2018-10-25
