account_id,district_id,frequency_id,date
A00001834,62,1,2013-08-03
A00001835,74,1,2014-12-24
A00001836,42,1,2016-02-15
A00001837,23,1,2013-06-24
A00001838,68,1,2014-05-26
A00001839,5,1,2017-06-22
A00001840,21,1,2017-01-22
A00001841,36,1,2017-06-12
A00001843,12,1,2013-01-30
A00001844,44,1,2013-01-06
A00001845,47,1,2017-08-20
A00001846,6,1,2015-06-17
A00001847,47,1,2016-04-04
A00001848,1,1,2014-08-04
A00001851,55,1,2013-05-23
A00001852,35,1,2013-07-05
A00001853,7,1,2017-01-29
A00001854,32,1,2017-02-02
A00001855,34,1,2016-10-27
A00001856,26,1,2014-06-19
A00001857,37,1,2017-08-18
A00001858,72,1,2015-02-18
A00001859,50,1,2016-02-02
A00001860,70,1,2017-01-02
A00001861,54,1,2013-07-02
A00001862,19,2,2015-04-15
A00001863,62,1,2017-04-01
A00001865,1,1,2014-05-04
A00001866,4,1,2017-11-17
A00001867,52,1,2015-11-15
A00001868,16,2,2017-11-29
A00001869,1,1,2016-06-14
A00001870,10,1,2014-06-25
A00001871,48,1,2014-05-10
A00001872,61,1,2017-09-17
A00001874,9,1,2013-03-27
A00001875,44,1,2013-08-21
A00001876,1,1,2017-09-20
A00001877,76,1,2013-12-13
A00001878,52,2,2014-09-13
A00001879,10,1,2014-05-13
A00001880,76,1,2014-02-25
A00001881,60,1,2017-08-17
A00001882,1,1,2013-12-21
A00001884,54,1,2016-12-24
A00001885,47,1,2016-08-13
A00001886,32,1,2016-03-05
A00001887,68,1,2013-05-09
A00001888,6,1,2016-10-21
A00001889,59,1,2015-02-06
A00001890,1,2,2017-07-20
A00001891,32,1,2013-04-10
A00001892,28,1,2013-07-13
A00001893,48,1,2016-07-20
A00001894,6,1,2016-08-29
A00001895,35,1,2016-07-12
A00001896,74,1,2013-10-05
A00001897,61,3,2016-03-05
A00001898,70,1,2013-04-01
A00001899,26,1,2016-11-05
A00001900,27,1,2016-07-27
A00001901,15,1,2015-12-01
A00001902,50,2,2013-07-17
A00001903,11,1,2016-07-05
A00001904,70,1,2016-05-18
A00001905,34,1,2016-05-25
A00001906,1,1,2016-08-01
A00001907,1,1,2017-03-25
A00001908,20,1,2014-09-13
A00001909,14,1,2013-01-12
A00001910,60,1,2016-09-06
A00001911,68,1,2014-08-21
A00001912,64,1,2013-08-15
A00001913,48,1,2016-06-06
A00001914,27,1,2015-01-24
A00001915,2,1,2017-04-14
A00001916,72,1,2016-02-16
A00001917,73,1,2015-12-13
A00001918,24,1,2014-04-10
A00001919,18,1,2014-12-04
A00001920,40,1,2016-04-08
A00001921,42,1,2017-06-27
A00001922,60,1,2016-02-09
A00001924,66,1,2016-05-16
A00001925,12,1,2013-08-03
A00001926,37,1,2013-01-06
A00001927,42,1,2015-08-04
A00001928,70,1,2017-03-02
A00001929,1,1,2017-07-06
A00001930,3,1,2013-06-27
A00001931,20,1,2013-11-23
A00001932,35,1,2016-04-03
A00001933,35,1,2017-04-04
A00001934,46,1,2014-10-05
A00001935,38,1,2016-08-15
A00001936,70,1,2015-07-18
A00001937,36,1,2013-05-18
A00001938,1,1,2014-06-25
A00001939,6,2,2016-04-19
A00001940,52,1,2013-12-22
A00001941,60,1,2013-11-15
A00001943,9,1,2016-11-26
A00001944,72,1,2013-02-12
A00001945,56,1,2015-11-09
A00001946,46,1,2017-09-16
A00001947,35,1,2013-11-12
A00001948,64,1,2016-04-08
A00001949,41,1,2014-05-04
A00001950,70,1,2017-08-01
A00001951,23,1,2017-08-07
A00001952,70,1,2013-11-28
A00001953,9,2,2017-05-15
A00001954,72,1,2016-06-05
A00001955,49,1,2015-01-07
A00001956,63,1,2017-05-23
A00001957,33,1,2016-09-18
A00001958,40,1,2014-10-24
A00001959,62,1,2013-12-24
A00001960,31,1,2017-12-04
A00001961,13,1,2015-08-30
A00001962,77,1,2016-02-24
A00001963,42,1,2016-02-03
A00001964,25,1,2016-02-12
A00001965,57,3,2013-02-08
A00001966,27,1,2013-02-12
A00001967,26,2,2015-02-13
A00001968,16,2,2017-10-14
A00001969,5,1,2014-04-02
A00001970,8,1,2013-12-08
A00001971,41,1,2015-08-04
A00001972,77,1,2013-01-02
A00001973,71,1,2016-06-05
A00001974,42,1,2015-06-01
A00001975,19,1,2014-09-07
A00001976,26,1,2017-03-25
A00001977,41,1,2016-02-03
A00001978,57,2,2013-06-11
A00001979,26,1,2013-01-11
A00001980,49,1,2016-03-16
A00001981,64,1,2013-10-08
A00001982,6,1,2017-05-08
A00001983,54,1,2017-12-25
A00001984,73,1,2013-11-07
A00001985,20,1,2016-07-29
A00001986,46,1,2015-04-04
A00001987,54,1,2014-03-17
A00001988,72,1,2016-12-30
A00001989,48,1,2014-09-21
A00001990,1,1,2013-06-09
A00001991,1,1,2016-11-16
A00001992,48,1,2017-09-27
A00001993,68,1,2014-10-30
A00001994,42,1,2015-07-19
A00001995,54,1,2017-07-18
A00001996,6,2,2016-05-08
A00001997,74,1,2016-09-05
A00001998,1,1,2013-06-17
A00001999,70,1,2013-06-06
A00002000,5,1,2017-08-06
A00002001,75,1,2014-05-19
A00002002,1,1,2013-04-08
A00002003,32,1,2015-11-27
A00002004,42,1,2016-08-04
A00002005,16,1,2017-05-11
A00002006,25,1,2017-06-16
A00002007,45,1,2017-09-29
A00002008,52,1,2013-04-16
A00002009,17,1,2014-04-14
A00002010,1,1,2013-12-27
A00002011,75,1,2013-03-25
A00002012,4,1,2016-04-08
A00002013,54,1,2016-08-15
A00002015,68,1,2015-11-25
A00002016,1,1,2017-02-23
A00002017,54,1,2016-02-21
A00002018,42,1,2015-06-04
A00002019,64,1,2017-06-11
A00002020,13,1,2013-09-04
A00002021,69,1,2017-02-05
A00002022,72,1,2013-06-11
A00002023,68,1,2013-01-26
A00002024,20,1,2017-03-02
A00002025,19,1,2014-10-02
A00002026,64,1,2016-09-14
A00002027,19,1,2014-11-28
A00002028,7,2,2014-11-26
A00002029,55,1,2013-05-29
A00002030,51,1,2014-09-13
A00002032,36,1,2016-11-14
A00002033,71,1,2016-03-20
A00002034,54,1,2016-08-21
A00002035,53,1,2016-05-10
A00002036,70,1,2017-10-03
A00002037,20,1,2013-05-06
A00002038,42,1,2013-08-06
A00002039,44,1,2013-03-12
A00002040,75,1,2016-06-25
A00002041,48,1,2015-07-05
A00002042,31,1,2017-02-12
A00002043,46,1,2015-11-27
A00002044,6,1,2014-11-23
A00002045,34,1,2016-09-09
A00002046,68,1,2016-10-17
A00002047,20,1,2015-02-21
A00002048,76,1,2017-03-30
A00002049,67,1,2017-12-19
A00002050,1,1,2013-10-22
A00002051,64,2,2015-11-08
A00002052,61,1,2013-10-20
A00002053,5,1,2017-10-16
A00002054,1,1,2015-01-24
A00002055,37,1,2017-04-17
A00002056,58,1,2013-04-07
A00002057,1,1,2017-06-20
A00002058,34,1,2016-09-09
A00002059,37,1,2014-10-08
A00002060,13,1,2016-12-05
A00002061,24,1,2013-05-12
A00002062,70,1,2016-03-06
A00002063,1,1,2013-12-04
A00002064,54,1,2016-12-30
A00002065,61,1,2016-08-28
A00002066,25,1,2016-08-07
A00002067,76,1,2014-04-07
A00002068,21,1,2013-06-02
A00002069,72,1,2017-10-08
A00002070,72,1,2013-01-29
A00002071,35,1,2017-05-08
A00002072,41,1,2013-10-17
A00002073,59,1,2017-08-14
A00002074,12,1,2016-02-18
A00002075,33,1,2016-01-01
A00002076,18,1,2016-09-17
A00002077,29,1,2015-01-04
A00002078,62,1,2013-07-08
A00002079,55,1,2017-09-06
A00002080,74,1,2017-04-27
A00002081,36,1,2017-07-02
A00002082,36,1,2013-09-03
A00002083,1,1,2016-09-28
A00002084,44,1,2016-09-08
A00002085,25,1,2017-02-13
A00002086,70,2,2016-08-09
A00002087,7,2,2013-01-08
A00002088,4,1,2013-07-28
A00002089,29,2,2017-03-05
A00002090,40,1,2016-11-26
A00002091,1,1,2016-09-25
A00002092,1,1,2014-04-29
A00002093,64,1,2017-07-07
A00002094,73,1,2016-08-23
A00002095,56,1,2015-12-19
A00002096,32,1,2015-06-17
A00002097,46,1,2017-10-11
A00002099,3,2,2013-01-12
A00002101,9,1,2016-08-04
A00002102,41,1,2016-08-05
A00002103,48,1,2017-02-01
A00002104,48,1,2016-06-12
A00002105,70,1,2016-03-09
A00002106,1,1,2016-02-01
A00002107,70,1,2016-11-09
A00002108,74,1,2016-07-06
A00002109,34,1,2016-02-02
A00002110,64,1,2013-02-23
A00002111,42,2,2015-01-25
A00002112,44,1,2016-07-12
A00002113,7,1,2016-08-28
A00002114,30,1,2016-08-11
A00002115,8,1,2016-12-05
A00002116,70,1,2016-05-02
A00002117,48,1,2016-08-07
A00002118,42,1,2017-05-11
A00002119,74,1,2015-09-21
A00002121,64,1,2014-12-05
A00002122,68,1,2013-01-08
A00002123,64,1,2013-07-26
A00002124,69,1,2013-02-20
A00002125,43,2,2017-11-20
A00002126,1,1,2017-02-09
A00002127,1,1,2017-05-09
A00002128,22,1,2013-12-10
A00002130,46,1,2016-11-04
A00002131,70,1,2016-07-11
A00002132,76,1,2013-10-08
A00002133,11,1,2017-10-07
A00002134,52,1,2016-08-06
A00002135,51,1,2017-06-17
A00002136,75,1,2017-10-02
A00002137,4,3,2013-08-17
A00002138,75,1,2017-08-11
A00002139,8,1,2015-06-09
A00002140,75,1,2013-10-21
A00002141,21,1,2017-05-09
A00002142,42,1,2017-09-01
A00002143,1,1,2016-01-13
A00002144,55,3,2015-07-21
A00002146,31,1,2013-06-05
A00002147,28,1,2016-07-10
A00002148,1,1,2015-09-22
A00002149,7,1,2016-08-11
A00002150,37,1,2013-09-12
A00002151,38,1,2015-02-08
A00002152,22,1,2017-10-23
A00002153,31,2,2016-01-07
A00002154,63,1,2014-04-21
A00002155,58,1,2014-06-08
A00002156,1,1,2016-09-11
A00002157,77,1,2015-11-08
A00002158,38,1,2017-03-29
A00002159,1,1,2016-01-01
A00002160,72,1,2016-11-10
A00002161,15,2,2013-12-30
A00002162,50,1,2017-11-21
A00002163,17,1,2015-01-05
A00002164,63,1,2016-09-12
A00002165,51,1,2017-04-08
A00002166,71,1,2017-04-12
A00002167,16,1,2013-08-08
A00002169,57,1,2017-07-09
A00002170,1,3,2014-05-19
A00002172,1,1,2017-09-02
A00002173,64,1,2017-05-02
A00002174,18,1,2017-10-24
A00002175,1,1,2013-04-27
A00002176,67,1,2013-06-06
A00002177,62,1,2013-01-04
A00002178,64,1,2015-05-15
A00002179,1,2,2014-01-14
A00002180,45,1,2013-10-27
A00002182,22,1,2017-07-12
A00002183,54,1,2017-07-17
A00002184,6,1,2017-05-07
A00002185,67,1,2015-01-18
A00002186,63,1,2013-07-07
A00002187,9,2,2016-02-26
A00002189,75,1,2013-04-22
A00002190,41,2,2016-06-04
A00002191,1,1,2016-08-08
A00002192,59,1,2016-03-22
A00002193,44,1,2016-11-03
A00002194,54,1,2017-02-25
A00002195,73,1,2014-10-08
A00002196,11,1,2017-07-24
A00002197,46,1,2017-07-26
A00002199,1,1,2013-08-04
A00002200,1,1,2017-06-26
A00002201,8,1,2013-10-05
A00002203,47,1,2015-04-04
A00002204,9,1,2017-07-20
A00002205,51,1,2016-04-13
A00002206,45,1,2015-08-10
A00002207,35,1,2016-01-25
A00002208,7,1,2017-07-02
A00002209,65,1,2016-08-15
A00002210,31,1,2016-08-13
A00002211,61,3,2017-11-10
A00002212,33,1,2016-02-12
A00002213,68,1,2013-07-11
A00002214,45,1,2016-01-27
A00002215,48,1,2017-10-17
A00002216,74,1,2013-04-17
A00002217,73,1,2016-01-27
A00002218,19,1,2014-11-21
A00002219,60,1,2013-03-11
A00002220,16,1,2013-02-10
A00002221,58,1,2017-11-15
A00002222,47,1,2013-05-01
A00002223,44,1,2016-01-05
A00002224,46,3,2017-03-08
A00002225,15,1,2016-01-24
A00002226,2,1,2016-02-17
A00002227,31,2,2014-05-22
A00002228,34,1,2014-03-19
A00002229,1,1,2017-01-27
A00002230,7,1,2016-02-11
A00002231,2,1,2017-10-14
A00002232,1,1,2016-05-07
A00002233,43,1,2016-01-03
A00002234,3,1,2016-11-21
A00002235,45,1,2015-10-22
A00002236,73,1,2015-08-27
A00002237,26,1,2015-12-13
A00002239,25,1,2015-01-05
A00002240,36,1,2016-10-07
A00002241,6,1,2013-02-08
A00002242,7,2,2013-02-25
A00002243,25,1,2016-01-24
A00002244,46,1,2015-07-19
A00002245,29,1,2013-03-30
A00002246,1,1,2016-04-25
A00002247,24,1,2016-04-13
A00002250,35,1,2013-11-02
A00002252,1,1,2016-10-05
A00002253,74,1,2013-07-24
A00002254,1,1,2016-04-17
A00002255,52,1,2015-10-14
A00002256,48,1,2013-02-06
A00002257,57,1,2013-12-21
A00002258,3,1,2016-11-12
A00002259,64,1,2014-05-14
A00002260,1,1,2014-06-07
A00002261,1,2,2016-12-27
A00002262,13,1,2017-02-08
A00002263,36,1,2016-03-12
A00002264,41,1,2016-11-22
A00002265,65,1,2015-08-03
A00002266,50,1,2016-07-19
A00002267,54,2,2014-09-20
A00002268,1,1,2015-02-11
A00002269,6,1,2013-11-04
A00002270,14,1,2017-03-08
A00002271,68,1,2013-11-13
A00002272,48,1,2017-10-08
A00002274,66,1,2016-01-21
A00002275,1,1,2016-09-16
A00002276,31,1,2013-10-22
A00002278,1,1,2016-08-03
A00002279,2,2,2016-10-30
A00002280,68,1,2015-08-17
A00002281,1,1,2015-07-13
A00002282,29,2,2013-09-17
A00002285,36,1,2016-11-21
A00002286,70,1,2016-12-06
A00002287,1,1,2016-04-21
A00002288,69,1,2016-01-01
A00002289,1,1,2016-03-07
A00002290,37,1,2016-10-22
A00002291,49,1,2016-07-27
A00002292,41,1,2015-06-29
A00002293,31,1,2013-02-13
A00002294,46,1,2016-09-29
A00002295,57,1,2016-06-25
A00002296,29,1,2017-11-05
A00002297,46,1,2015-06-18
A00002298,31,1,2013-07-03
A00002299,1,1,2017-01-21
A00002300,36,1,2017-01-13
A00002301,22,1,2015-10-10
A00002302,24,1,2013-09-10
A00002303,41,1,2016-11-24
A00002304,49,1,2016-02-19
A00002305,1,1,2013-12-11
A00002306,38,1,2013-12-08
A00002307,60,1,2015-07-12
A00002309,18,1,2015-12-03
A00002310,15,1,2015-07-19
A00002311,28,1,2017-10-19
A00002312,65,1,2017-09-26
A00002313,26,2,2013-04-13
A00002314,2,1,2016-09-07
A00002315,75,1,2014-02-13
A00002316,1,1,2017-07-21
A00002317,68,1,2017-08-28
A00002318,73,1,2013-11-08
A00002319,58,1,2016-07-02
A00002321,35,1,2013-05-13
A00002322,33,1,2015-01-02
A00002323,72,1,2015-05-08
A00002324,1,1,2017-05-24
A00002325,55,1,2017-02-26
A00002326,70,1,2014-01-24
A00002327,19,1,2013-06-08
A00002328,35,1,2015-06-14
A00002329,1,1,2016-08-07
A00002330,54,1,2013-01-19
A00002331,8,1,2015-04-29
A00002332,77,1,2016-09-24
A00002333,45,1,2014-10-08
A00002334,50,1,2016-03-19
A00002335,70,1,2016-04-04
A00002336,39,1,2013-07-08
A00002337,65,1,2017-07-07
A00002338,59,1,2017-08-08
A00002339,63,1,2016-09-22
A00002340,14,1,2017-06-22
A00002341,33,1,2015-11-25
A00002342,51,1,2013-02-11
A00002343,68,1,2014-12-09
A00002344,13,1,2016-07-02
A00002345,5,1,2013-10-25
A00002346,27,1,2016-05-08
A00002347,38,1,2016-08-30
A00002348,65,1,2016-02-05
A00002349,72,1,2016-09-11
A00002350,18,1,2016-08-04
A00002351,74,1,2017-09-08
A00002352,70,1,2015-01-21
A00002353,51,1,2015-09-21
A00002354,7,1,2017-03-17
A00002355,1,1,2015-01-03
A00002356,34,2,2016-12-23
A00002357,19,1,2013-01-04
A00002358,7,1,2015-09-13
A00002359,54,1,2016-07-14
A00002360,26,1,2016-08-27
A00002361,28,1,2014-02-25
A00002362,16,1,2016-12-30
A00002363,47,1,2014-10-07
A00002364,33,1,2015-05-03
A00002365,42,1,2014-11-04
A00002366,68,1,2017-05-20
A00002367,28,1,2015-03-04
A00002369,49,1,2017-07-19
A00002370,51,1,2017-10-01
A00002371,15,2,2017-10-23
A00002372,1,1,2017-06-15
A00002373,14,1,2016-09-29
A00002374,1,1,2015-12-07
A00002375,29,1,2014-05-16
A00002376,71,1,2016-12-14
A00002377,77,1,2014-11-13
A00002378,16,1,2013-01-01
A00002379,44,1,2013-01-10
A00002380,46,1,2017-02-27
A00002381,1,1,2017-02-13
A00002382,59,1,2014-03-08
A00002383,68,1,2016-08-05
A00002384,40,1,2014-12-23
A00002385,60,1,2016-11-15
A00002386,12,1,2016-12-17
A00002387,70,1,2016-06-22
A00002388,30,1,2013-06-09
A00002389,40,1,2016-06-02
A00002390,1,1,2016-02-12
A00002391,2,1,2017-11-07
A00002392,1,1,2017-05-18
A00002393,10,1,2013-01-07
A00002394,62,1,2017-08-23
A00002395,3,1,2016-06-24
A00002396,2,1,2013-02-22
A00002397,70,1,2016-06-14
A00002398,70,1,2016-11-25
A00002399,1,1,2014-04-26
A00002400,40,1,2016-06-15
A00002401,16,1,2014-08-26
A00002402,18,1,2017-11-06
A00002403,25,1,2016-02-20
A00002404,8,1,2017-06-05
A00002405,64,1,2017-02-27
A00002406,5,1,2016-03-22
A00002407,1,1,2016-07-21
A00002408,26,1,2016-12-27
A00002409,76,1,2016-02-13
A00002410,54,1,2013-05-11
A00002411,69,1,2013-06-27
A00002413,33,1,2017-10-27
A00002414,1,1,2015-01-19
A00002415,16,1,2017-02-27
A00002416,5,1,2016-01-23
A00002417,44,1,2013-08-20
A00002418,64,1,2016-10-29
A00002419,24,1,2013-11-27
A00002420,35,1,2016-06-25
A00002421,18,1,2015-01-11
A00002422,27,1,2017-08-29
A00002423,30,1,2013-02-14
A00002424,1,1,2015-10-13
A00002425,41,1,2013-01-23
A00002427,70,2,2013-10-08
A00002428,72,1,2013-09-08
A00002429,61,1,2013-02-06
A00002430,3,1,2014-10-09
A00002431,74,1,2015-02-23
A00002432,8,1,2016-04-18
A00002433,71,1,2013-02-19
A00002434,17,1,2013-02-02
A00002435,38,1,2013-11-01
A00002436,67,1,2013-05-25
A00002437,1,1,2015-12-04
A00002438,71,1,2017-11-16
A00002439,74,1,2016-08-13
A00002440,19,1,2017-12-18
A00002441,47,1,2016-12-22
A00002442,14,1,2017-08-21
A00002443,46,1,2017-06-25
A00002444,76,1,2017-09-07
A00002445,52,1,2016-07-07
A00002446,3,1,2015-01-16
A00002447,38,1,2017-07-14
A00002448,23,1,2017-05-11
A00002449,23,1,2017-08-05
A00002450,48,1,2016-04-10
A00002451,54,1,2017-04-29
A00002452,1,1,2017-07-14
A00002453,1,1,2013-03-08
A00002454,8,1,2014-05-07
A00002455,30,1,2017-02-06
A00002456,65,1,2015-09-09
A00002457,76,1,2013-11-11
A00002458,40,2,2013-03-14
A00002459,55,1,2017-09-10
A00002460,1,1,2013-11-22
A00002461,1,1,2017-09-28
A00002463,56,1,2014-10-11
A00002464,33,3,2013-07-02
A00002465,57,1,2016-10-06
A00002466,39,1,2017-04-11
A00002467,33,1,2013-05-29
A00002468,4,1,2016-07-13
A00002469,11,1,2016-02-05
A00002470,16,1,2014-07-23
A00002471,6,1,2014-07-03
A00002472,60,1,2014-02-08
A00002473,14,1,2016-02-16
A00002474,33,1,2016-04-20
A00002475,17,1,2016-10-13
A00002476,32,1,2013-12-12
A00002477,11,1,2017-02-11
A00002479,18,1,2013-10-09
A00002480,35,1,2017-09-07
A00002481,1,1,2015-10-28
A00002482,1,1,2014-02-23
A00002483,1,1,2016-09-29
A00002484,74,1,2013-01-03
A00002485,41,1,2017-08-18
A00002486,1,1,2013-02-27
A00002487,42,1,2015-10-22
A00002488,5,1,2013-04-06
A00002489,72,1,2013-03-09
A00002490,22,1,2015-02-21
A00002491,76,1,2016-03-01
A00002492,73,1,2017-09-01
A00002493,62,1,2013-03-29
A00002494,74,1,2014-04-23
A00002495,70,1,2017-03-19
A00002496,51,1,2014-05-21
A00002497,65,1,2013-03-16
A00002498,40,1,2016-03-01
A00002499,2,1,2016-02-08
A00002500,61,1,2015-10-26
A00002501,30,1,2014-02-26
A00002502,32,1,2016-10-21
A00002503,1,1,2013-03-05
A00002504,16,1,2013-12-09
A00002505,60,1,2016-05-16
A00002506,22,3,2016-07-12
A00002507,62,1,2016-12-28
A00002508,34,1,2013-03-14
A00002509,43,1,2017-06-13
A00002510,61,1,2013-08-28
A00002511,40,1,2014-05-01
A00002513,70,1,2013-07-22
A00002514,16,1,2015-08-13
A00002515,64,1,2015-10-24
A00002516,6,1,2015-11-16
A00002517,55,3,2016-11-10
A00002519,4,1,2013-01-15
A00002520,18,1,2015-07-25
A00002521,63,1,2015-05-19
A00002522,36,1,2016-01-21
A00002523,10,1,2013-05-11
A00002524,1,1,2014-12-19
A00002525,45,1,2015-05-08
A00002526,16,1,2016-07-04
A00002527,38,1,2013-03-19
A00002528,65,1,2013-03-25
A00002530,74,1,2016-07-02
A00002531,51,1,2016-12-21
A00002532,38,1,2016-12-24
A00002533,49,1,2015-06-27
A00002534,61,1,2013-06-03
A00002535,61,1,2017-01-21
A00002536,41,1,2014-10-28
A00002537,27,1,2017-02-09
A00002538,42,1,2014-01-30
A00002539,24,1,2017-04-24
A00002540,54,1,2015-04-01
A00002541,57,1,2014-11-08
A00002542,21,1,2013-08-07
A00002543,68,1,2013-02-13
A00002544,38,1,2016-12-04
A00002545,1,1,2016-12-04
A00002546,1,1,2014-12-08
A00002547,74,1,2015-04-28
A00002548,57,1,2016-01-06
A00002549,74,1,2013-11-12
A00002550,67,1,2015-11-11
A00002551,5,1,2016-02-08
A00002552,52,1,2013-07-01
A00002553,41,1,2015-07-24
A00002554,36,1,2013-06-18
A00002555,53,1,2013-03-10
A00002556,46,1,2017-10-19
A00002557,40,1,2013-11-17
A00002558,46,1,2017-08-04
A00002559,32,1,2015-06-01
A00002560,15,1,2017-06-20
A00002561,59,1,2016-09-29
A00002562,35,1,2015-08-15
A00002563,48,1,2015-01-17
A00002564,36,1,2017-06-03
A00002565,74,1,2015-10-04
A00002566,48,1,2013-01-27
A00002567,17,1,2016-01-07
A00002568,17,1,2014-03-02
A00002569,2,1,2014-06-10
A00002570,1,1,2015-12-19
A00002571,61,1,2017-01-15
A00002572,64,3,2014-11-13
A00002573,4,1,2016-07-16
A00002574,68,1,2013-02-02
A00002575,72,1,2017-04-13
A00002576,1,1,2013-09-02
A00002577,7,1,2015-07-30
A00002578,54,1,2016-03-25
A00002579,24,1,2017-10-18
A00002580,60,1,2015-11-09
A00002581,72,1,2013-03-11
A00002582,28,1,2013-11-01
A00002583,62,1,2013-05-11
A00002584,50,1,2013-07-08
A00002585,75,1,2013-02-10
A00002586,57,1,2017-04-16
A00002587,1,1,2017-07-25
A00002588,5,1,2013-12-04
A00002589,10,1,2016-12-04
A00002590,47,1,2016-12-04
A00002591,1,1,2016-05-06
A00002592,69,1,2013-09-01
A00002593,5,1,2016-07-06
A00002594,19,3,2017-05-03
A00002595,1,1,2017-08-17
A00002596,1,1,2014-09-02
A00002597,31,1,2017-03-16
A00002598,1,1,2016-03-14
A00002599,48,1,2013-04-20
A00002600,1,1,2016-02-13
A00002601,70,1,2016-11-24
A00002602,46,1,2016-06-17
A00002603,9,1,2016-06-14
A00002604,68,1,2016-07-04
A00002605,21,1,2016-01-10
A00002606,1,1,2014-07-27
A00002607,1,1,2017-08-19
A00002608,19,1,2015-08-09
A00002609,73,1,2013-05-03
A00002610,54,1,2016-12-20
A00002611,1,1,2016-03-06
A00002612,1,1,2017-04-29
A00002613,26,1,2013-10-03
A00002614,44,1,2016-09-11
A00002615,68,1,2014-07-17
A00002616,1,1,2013-08-17
A00002617,1,1,2013-09-24
A00002618,60,1,2013-03-21
A00002619,20,1,2016-05-13
A00002620,22,1,2013-08-03
A00002621,55,1,2015-10-29
A00002622,1,1,2016-08-21
A00002623,58,1,2013-10-09
A00002624,31,1,2016-03-28
A00002625,48,2,2016-07-09
A00002627,76,1,2014-10-02
A00002628,64,3,2014-02-06
A00002629,66,1,2016-09-10
A00002630,64,1,2015-12-21
A00002631,1,1,2016-03-29
A00002632,24,1,2013-01-02
A00002633,25,1,2016-03-14
A00002634,45,1,2017-10-08
A00002635,27,1,2016-02-04
A00002636,18,1,2016-11-26
A00002637,70,1,2017-01-01
A00002638,5,1,2014-06-02
A00002639,17,1,2013-04-26
A00002640,1,1,2016-09-21
A00002641,7,1,2013-05-02
A00002642,68,1,2015-06-05
A00002644,1,1,2017-08-08
A00002645,54,1,2013-05-22
A00002646,6,1,2017-07-24
A00002647,73,1,2013-02-08
A00002648,51,1,2013-04-13
A00002649,2,1,2013-09-08
A00002650,72,1,2016-03-26
A00002651,2,1,2013-03-21
A00002652,1,1,2016-07-22
A00002653,66,1,2017-01-08
A00002654,56,1,2014-07-21
A00002655,1,1,2016-09-07
A00002656,1,1,2017-02-18
A00002657,55,1,2016-10-07
A00002658,27,1,2017-11-14
A00002659,14,1,2016-03-30
A00002660,1,2,2013-10-17
A00002661,1,1,2017-02-25
A00002662,71,1,2014-05-24
A00002663,64,1,2015-01-25
A00002664,58,1,2014-01-20
A00002665,61,1,2013-11-13
A00002666,49,1,2013-03-08
A00002667,23,1,2013-10-23
A00002668,21,1,2017-05-20
A00002670,13,1,2013-01-27
A00002671,1,1,2013-09-15
A00002672,59,1,2017-03-14
A00002673,34,1,2014-01-04
A00002674,50,1,2015-10-10
A00002675,1,1,2014-02-19
A00002676,73,1,2013-01-22
A00002677,5,1,2016-08-28
A00002678,1,1,2017-07-15
A00002679,67,1,2017-07-24
A00002680,46,1,2015-03-03
A00002681,28,1,2015-01-19
A00002684,7,1,2017-09-10
A00002685,67,1,2016-11-01
A00002686,26,1,2016-01-11
A00002687,76,1,2013-07-01
A00002688,72,1,2015-02-20
A00002689,70,1,2017-01-01
A00002690,66,1,2017-03-19
A00002691,69,1,2013-09-08
A00002692,28,1,2015-12-08
A00002693,17,1,2017-11-17
A00002694,7,1,2013-03-08
A00002695,16,1,2013-09-16
A00002696,1,1,2017-01-19
A00002697,8,1,2013-06-26
A00002698,49,1,2017-05-21
A00002699,73,1,2016-12-25
A00002700,74,1,2013-11-08
A00002701,71,1,2013-07-27
A00002702,74,1,2016-02-01
A00002703,61,1,2017-10-28
A00002705,63,3,2013-07-05
A00002706,47,1,2016-06-23
A00002707,61,1,2014-11-27
A00002708,1,1,2016-03-25
A00002709,2,1,2016-10-18
A00002710,12,1,2016-06-12
A00002711,58,1,2013-05-19
A00002712,9,1,2013-03-12
A00002713,26,1,2014-04-03
A00002714,1,1,2013-01-30
A00002715,42,1,2017-10-06
A00002716,66,1,2016-01-08
A00002717,74,1,2016-07-25
A00002718,29,1,2015-02-05
A00002719,10,1,2016-02-08
A00002720,2,2,2017-06-16
A00002721,74,1,2017-11-14
A00002722,69,1,2017-07-24
A00002723,75,1,2015-03-12
A00002724,11,1,2016-08-09
A00002725,52,1,2017-04-02
A00002726,18,1,2015-04-20
A00002727,1,1,2015-10-25
A00002728,52,2,2017-07-06
A00002729,40,1,2015-01-16
A00002730,23,1,2016-05-02
A00002731,1,1,2015-09-26
A00002732,5,1,2013-07-27
A00002733,76,1,2013-12-22
A00002734,53,1,2016-12-16
A00002736,72,1,2013-07-02
A00002737,69,1,2016-07-06
A00002738,41,1,2013-11-12
A00002739,59,1,2013-11-29
A00002740,14,1,2014-05-08
A00002741,15,1,2013-06-07
A00002742,23,1,2014-10-15
A00002743,51,1,2017-05-22
A00002744,70,2,2017-04-19
A00002745,60,1,2017-09-28
A00002746,24,1,2016-08-23
A00002747,1,1,2014-08-14
A00002749,1,1,2014-05-23
A00002750,13,1,2015-04-13
A00002751,31,1,2015-04-28
A00002752,74,1,2016-05-15
A00002753,26,1,2016-02-13
A00002754,57,2,2016-01-26
